,Department,ManagementSalary,degree,deg_cent,close_cent,between_cent,page_rank,hubs,auth
61,7,0.0,71,0.07071713147410358,0.4372667700239765,0.003462312266691446,0.0019298985933430945,0.001353334268729599,0.0013533342687867018
62,36,,216,0.2151394422310757,0.5226390274488848,0.022509845192539162,0.00543161597985088,0.006636869168588805,0.0066368691685798915
63,21,1.0,125,0.12450199203187251,0.47934502071080753,0.0075831769928197375,0.0031403124545498614,0.004338180134754594,0.004338180134622093
64,25,1.0,170,0.1693227091633466,0.5067433464881951,0.021923722805463768,0.004406703599967055,0.004538973535884531,0.00453897353589195
65,4,,91,0.09063745019920319,0.46104940923329585,0.0124732596246624,0.002857246564540258,0.0020108730276465524,0.0020108730276982086
66,8,0.0,36,0.03585657370517928,0.4210717044675329,0.0009841976200772944,0.0010909799960727167,0.0008995846736432123,0.0008995846736363656
67,15,0.0,9,0.00896414342629482,0.39621138243254944,1.3681405453171022e-05,0.00036684827576102683,0.00036159399613590337,0.00036159399613888254
68,15,0.0,48,0.04780876494023904,0.42968410927211564,0.0004188924028952438,0.0012402578272920832,0.0020145262957529846,0.002014526295750618
69,15,0.0,64,0.06374501992031872,0.4366739998883814,0.0032033205879316434,0.0018291926327517341,0.0019344413117422976,0.0019344413117410996
70,37,0.0,18,0.01792828685258964,0.39060612843693937,4.694809649237057e-05,0.0005727746900860521,0.0007175526056684831,0.0007175526056660856
71,37,0.0,18,0.01792828685258964,0.3760153936782055,4.951697788129046e-05,0.0005915020286111041,0.00044477423166751085,0.00044477423166307977
72,9,0.0,8,0.00796812749003984,0.3467382711707887,0.0019583337663713154,0.0004913870184447055,0.00022759810735738277,0.00022759810735718962
73,1,0.0,31,0.030876494023904383,0.3994872103154147,0.00041335491808432194,0.0008940675310312163,0.0006157249780038613,0.0006157249780125787
74,1,0.0,93,0.09262948207171315,0.45199231139054635,0.004400969136447462,0.0024431178350307063,0.0025810314907822422,0.002581031490800326
75,10,0.0,22,0.021912350597609563,0.3749940092173023,0.00011658215325317635,0.0006460203223067992,0.0004833809870591091,0.0004833809870660359
76,10,0.0,24,0.02390438247011952,0.37572300223677607,0.00012096653028457602,0.0006946549622496244,0.0005507822095515314,0.0005507822095537281
77,3,,25,0.0249003984063745,0.4018127075896,0.00018412514377285692,0.000746267808369139,0.001156207355308355,0.0011562073553048648
78,3,0.0,23,0.022908366533864542,0.41492467228552515,0.00011042767573489598,0.0006880197373551105,0.0011003207414773178,0.0011003207414810889
79,3,,44,0.043824701195219126,0.43295679290008426,0.0006346710441753083,0.0011750251744013574,0.0016056363677583647,0.0016056363677759843
80,29,0.0,72,0.07171314741035856,0.44926060518502464,0.001977695241379912,0.0018363323208864535,0.002799903633137159,0.0027999036331223313
81,15,1.0,113,0.11254980079681275,0.4755706504689902,0.005787030957906555,0.00283124177887365,0.0044699762007455734,0.004469976200719118
82,36,1.0,233,0.23207171314741035,0.5341954459662731,0.027880741135114222,0.006030705336840806,0.00733101359331988,0.007331013593332837
83,36,1.0,141,0.14043824701195218,0.49304059273111633,0.007014955857694042,0.0034748686257983345,0.005176596592114431,0.005176596592095372
84,37,1.0,132,0.13147410358565736,0.48221535017614175,0.018568969262396474,0.0037323839553283777,0.0033557949883175333,0.003355794988297745
85,1,0.0,39,0.03884462151394422,0.41226943760793006,0.0009638445394819427,0.001112263529775918,0.0009122818890936718,0.0009122818891123998
86,36,1.0,218,0.21713147410358566,0.5220743175326786,0.03778853269115196,0.005721519612322314,0.005663604952270594,0.005663604952314919
87,34,1.0,139,0.13844621513944222,0.49354420927118897,0.008362345766572611,0.0035028633827757626,0.0053206408797459,0.0053206408797143
88,20,0.0,33,0.03286852589641434,0.4120936297454107,0.0024000821502391696,0.0010792439271157252,0.0011178646102131848,0.0011178646101700667
89,20,0.0,71,0.07071713147410358,0.4451218617010539,0.003119072068255755,0.0018836612729160238,0.002183985326529264,0.002183985326454738
90,8,0.0,29,0.02888446215139442,0.4210717044675329,0.00034979376572693476,0.0008321772882579493,0.001035562538982811,0.0010355625389851628
91,15,0.0,31,0.030876494023904383,0.4108671606092636,0.0007084159308872167,0.0009608736056960469,0.0008909869790381562,0.0008909869790343066
92,9,0.0,44,0.043824701195219126,0.4300665606377339,0.0024530554753749924,0.0013269532656570312,0.0010448773617353496,0.001044877361730121
93,4,0.0,87,0.08665338645418326,0.4515698886696206,0.003575335896862333,0.0022488940785842315,0.0025851306367024583,0.0025851306367586585
94,5,0.0,44,0.043824701195219126,0.4212552579568387,0.0006487682206831184,0.0012286698803837782,0.0009895790075909506,0.000989579007632783
95,4,0.0,48,0.04780876494023904,0.4244003345423751,0.001853919069275558,0.0013319194528280055,0.0012315530472935658,0.001231553047340764
96,20,1.0,120,0.11952191235059761,0.4675179302143145,0.012037209410495435,0.003349163718548008,0.0032488468086760394,0.003248846808637884
97,16,,25,0.0249003984063745,0.38302004033015774,0.0002341287724216798,0.00081286017307317,0.00045986370361734676,0.0004598637036113563
98,16,0.0,25,0.0249003984063745,0.3976788319971144,0.000249560485507888,0.0007825126535640831,0.0006645236861789553,0.0006645236861747729
99,16,0.0,29,0.02888446215139442,0.4043345446665222,0.0003381441703192643,0.0008748380109291225,0.000986235266797493,0.000986235266792118
100,16,0.0,41,0.04083665338645418,0.41851864952489737,0.0015984525870277038,0.0012490495358319443,0.001048169542082943,0.0010481695420783135
101,16,,29,0.02888446215139442,0.3960490007184377,0.0005249283027992736,0.0008828847485403787,0.00062011963971242,0.00062011963970469
102,38,0.0,23,0.022908366533864542,0.3840856763724118,0.0011998506501754947,0.0007784026697180758,0.0005055302928570143,0.0005055302928307652
103,7,,52,0.05179282868525896,0.43179605082796607,0.0010302842015170784,0.001440628223908953,0.0011311384293026365,0.0011311384293461893
104,7,0.0,33,0.03286852589641434,0.40791876815237993,0.00013001357559910774,0.000940226188661219,0.0007431362200311197,0.0007431362200610933
105,34,1.0,146,0.1454183266932271,0.4965876473550812,0.006103449650538311,0.0035063446144321508,0.005518866656968301,0.005518866656956392
106,38,1.0,142,0.14143426294820716,0.48954385093869707,0.010076144272750038,0.003624390122462355,0.005022364194587003,0.005022364194592057
107,36,1.0,221,0.2201195219123506,0.5237721201913215,0.024340312182693967,0.005838096043249356,0.007059783658562957,0.0070597836585233765
108,8,,43,0.04282868525896414,0.42458680217618106,0.0012383782159563837,0.0012521847990062966,0.001203373925028317,0.001203373925029615
109,27,0.0,5,0.0049800796812749,0.36085121798095143,1.928713662009783e-06,0.0002618419845450264,0.00023830123536755475,0.00023830123536821557
110,8,0.0,11,0.010956175298804782,0.3648016465658694,1.7162650158599497e-05,0.00041985450978443086,0.0002891475235181201,0.00028914752351659435
111,8,0.0,8,0.00796812749003984,0.3456221608558612,6.0007808947158205e-06,0.0003588830995395462,0.00018973067938460835,0.00018973067938332002
112,8,0.0,21,0.02091633466135458,0.3786675398718605,0.0001601143621797358,0.0006527746099817398,0.0004047290922616842,0.0004047290922623129
113,10,,87,0.08665338645418326,0.4588601907659013,0.0036386120534005134,0.0021931495233350508,0.002773158695193063,0.0027731586952326396
114,10,1.0,142,0.14143426294820716,0.4897919725053158,0.009552220268110338,0.0035011900141158963,0.005323917350429645,0.005323917350428931
115,13,1.0,131,0.13047808764940239,0.48221535017614175,0.008255708676372719,0.0032021571056572913,0.004969670008356306,0.0049696700083656465
116,13,0.0,83,0.08266932270916334,0.44842671079024965,0.0021576311165323087,0.002046640406146638,0.0026175844892617353,0.002617584489299722
117,6,0.0,20,0.0199203187250996,0.4188814745353221,0.00027278410110328317,0.0006173318977627067,0.0007963225804266742,0.0007963225804220443
118,26,0.0,32,0.03187250996015936,0.418156452511029,0.00039252634922117615,0.0009071115546146013,0.001006290446502947,0.001006290446503372
119,10,0.0,14,0.013944223107569721,0.3596425611287637,6.444466771381788e-05,0.0004975217660020452,0.0003316472177868135,0.0003316472177894781
120,1,0.0,19,0.018924302788844622,0.39171445551397976,0.00012654421422137417,0.0005935303501238396,0.0004473376420342637,0.0004473376420456698
121,36,1.0,234,0.23306772908366533,0.5312586925524948,0.027841538825800698,0.006068785425631797,0.0074910400774827095,0.007491040077466661
122,0,,27,0.026892430278884463,0.3739781585731378,0.0002984518452202655,0.0008367476027573969,0.0004332459813490298,0.0004332459813712312
123,13,0.0,36,0.03585657370517928,0.4210717044675329,0.0005136606231266631,0.0009700936174869194,0.001161747257670423,0.0011617472576902995
124,16,0.0,44,0.043824701195219126,0.40791876815237993,0.0018322709561230948,0.0013330604484133898,0.0010734512210761058,0.0010734512210694152
125,16,0.0,29,0.02888446215139442,0.4051822061857392,0.0007446394007538701,0.0009242871542533187,0.0008131765311805083,0.0008131765311752801
126,22,0.0,35,0.0348605577689243,0.3955626531940189,0.0004415275388419593,0.0009890054558376086,0.0009738020899149478,0.0009738020898490408
127,6,0.0,28,0.027888446215139442,0.42892124356546296,0.0006487639639704995,0.0008492782304103368,0.0011762479050678137,0.001176247905075564
128,5,1.0,146,0.1454183266932271,0.49633259463430307,0.009738106210057986,0.0036253005442569877,0.005317255115697693,0.005317255115748643
129,4,1.0,164,0.16334661354581673,0.5038371020609949,0.013624938800935103,0.004195162241360284,0.0054970223023449215,0.005497022302388391
130,0,0.0,37,0.036852589641434265,0.422175431084748,0.0015430928904971418,0.0011242681880264697,0.0010424961662132053,0.001042496166240417
131,28,1.0,60,0.05976095617529881,0.440455588766175,0.0014090905847797936,0.0015929290826561073,0.0022527308847594576,0.0022527308846835617
132,28,1.0,63,0.06274900398406374,0.444303246782983,0.0010555118239847245,0.001602160089097113,0.0025965575418358438,0.002596557541760914
133,4,1.0,108,0.10756972111553785,0.4755706504689902,0.005658987077483428,0.0027263273392971535,0.0034744968483234676,0.0034744968483875044
134,2,0.0,25,0.0249003984063745,0.4039964723047609,0.0008771141294192168,0.0008921471721048004,0.0006052933899992653,0.0006052933899995585
135,13,1.0,38,0.037848605577689244,0.41942689312195663,0.00030723596067609905,0.0009962779132422807,0.0011389308627137227,0.001138930862734809
136,13,1.0,29,0.02888446215139442,0.40214713348022807,4.368852641828195e-05,0.0007754955536937412,0.0009385697088364198,0.0009385697088538647
137,21,1.0,85,0.0846613545816733,0.4549715450814445,0.006003007487442056,0.0023836898890799503,0.003070941564004473,0.003070941563899333
138,21,1.0,32,0.03187250996015936,0.4124453955411814,0.00022400754363073158,0.0009114051251874158,0.0009964492992309117,0.000996449299166178
139,17,0.0,40,0.0398406374501992,0.4172536967845371,0.0011354922332713923,0.0011580935969357383,0.0009845389201536279,0.0009845389201402544
140,17,0.0,41,0.04083665338645418,0.41545982878460364,0.0015451540523773483,0.0012169461495442969,0.0009392398781003824,0.0009392398780783387
141,14,,83,0.08266932270916334,0.44718165745163724,0.005560762944331582,0.0022499729268871827,0.0018733474654508144,0.0018733474654718078
142,36,,141,0.14043824701195218,0.49480776331438203,0.006135103101108319,0.003443408582714586,0.005185148173529275,0.0051851481735154855
143,8,0.0,51,0.05079681274900398,0.4300665606377339,0.0006903414180643075,0.001329247550087031,0.0018292068942099907,0.0018292068942313776
144,40,,15,0.014940239043824702,0.3827166581199953,1.1769482576712549e-05,0.00047269830302614863,0.0006360028853816331,0.000636002885377952
145,35,,71,0.07071713147410358,0.4566916643445123,0.0031111743371006755,0.001895604188060777,0.00309179048369044,0.0030917904836632753
146,15,0.0,30,0.029880478087649404,0.41456866656069846,0.00050302851025698,0.0008981223605422355,0.000896171355292851,0.0008961713552983711
147,23,1.0,50,0.049800796812749,0.44206750308919857,0.0004768925176540368,0.0012966579446201645,0.0023563939840873715,0.002356393984081579
148,0,0.0,20,0.0199203187250996,0.39800640928871006,0.0001675157361505172,0.000664831687156652,0.0004657063991228143,0.00046570639913524696
149,0,0.0,30,0.029880478087649404,0.4091276722070229,0.000538524809700191,0.0009197338902579313,0.0006277625839142094,0.0006277625839328194
150,7,,39,0.03884462151394422,0.41581736736359215,0.0005047697770486702,0.0011237541691277346,0.0008995550382745824,0.0008995550383067879
151,10,1.0,46,0.045816733067729085,0.4124453955411814,0.0003996910296834344,0.0011829079478078157,0.0014075604939816054,0.001407560494005457
152,37,0.0,69,0.06872509960159362,0.4539030351117839,0.0011512738495549077,0.001744838139251771,0.0029886249296851796,0.00298862492967865
153,27,1.0,52,0.05179282868525896,0.44905184096328443,0.0008529027632324766,0.0013447721162676875,0.0026644354348637524,0.002664435434848034
154,35,,54,0.053784860557768925,0.44842671079024965,0.0004993451545251268,0.001368140419718046,0.002534440015141163,0.0025344400151218614
155,35,0.0,78,0.07768924302788845,0.45973337856945196,0.0035838705527589,0.00206562765750037,0.0024910918029588244,0.0024910918029557275
156,0,0.0,23,0.022908366533864542,0.40264981739707834,0.0007610193897643947,0.0008736507962048034,0.000498695674342253,0.0004986956743599384
157,0,0.0,79,0.07868525896414343,0.4257090580409639,0.005189698947763412,0.002388184778873711,0.001298950925251493,0.0012989509253011732
158,19,,49,0.04880478087649402,0.42402789019437825,0.0012433895441740714,0.0013561520142314199,0.0016536475834408285,0.0016536475833957565
159,19,0.0,38,0.037848605577689244,0.41960901509031184,0.0010241673986234809,0.0010950186530796606,0.0012980886519520965,0.0012980886519289069
160,36,1.0,347,0.34561752988047806,0.5738477207559312,0.08741473493638795,0.009070948495026505,0.008370248188093404,0.008370248188097694
161,14,0.0,43,0.04282868525896414,0.41997373392133336,0.0010682358759226162,0.0011744411001704581,0.0014107320175364487,0.001410732017542732
162,37,0.0,64,0.06374501992031872,0.44905184096328443,0.002023946951687025,0.0017156367299430073,0.0020425520137550956,0.002042552013734574
163,24,0.0,52,0.05179282868525896,0.44718165745163724,0.0025574912213097486,0.0015051061717814087,0.002341207738585474,0.0023412077385765438
164,17,0.0,48,0.04780876494023904,0.4253343141518433,0.0018375154341104495,0.0013477904157027478,0.0012631998621363014,0.0012631998621048524
165,13,1.0,119,0.11852589641434262,0.46459594315047503,0.00550141022682561,0.0029276593297144445,0.003917395562185128,0.003917395562237172
166,36,1.0,177,0.17629482071713148,0.5102215215168892,0.01763937358965175,0.0045516651162006835,0.00556870073639803,0.0055687007363831665
167,4,0.0,70,0.0697211155378486,0.4236560989710601,0.0016006993499095789,0.0018713740777932923,0.001546681621738786,0.0015466816218072442
168,4,0.0,77,0.07669322709163347,0.4511482547866424,0.003233862188709436,0.0020635426763459027,0.0024264196144590648,0.002426419614502388
169,13,0.0,119,0.11852589641434262,0.47603919298176756,0.004025157269191103,0.0028486500917266773,0.0046478619880654755,0.004647861988074011
170,13,1.0,98,0.09760956175298804,0.45973337856945196,0.005781468242991733,0.0025375493134722144,0.0033691602840193735,0.003369160284031375
171,10,1.0,45,0.044820717131474105,0.4251471895085737,0.0005548534558739575,0.0011610503421229626,0.001357125157337724,0.0013571251573626377
172,4,0.0,92,0.09163346613545817,0.46148976205968867,0.002948443590194816,0.0023260463435173973,0.0031739372789194573,0.00317393727898245
173,38,0.0,83,0.08266932270916334,0.4619309568608929,0.004111521243203796,0.002183625116940429,0.003234016308664053,0.0032340163086535503
174,32,0.0,73,0.07270916334661355,0.44780331869925305,0.0018649438154221612,0.0018469930318065191,0.0025085333942923994,0.0025085333942035906
175,32,,11,0.010956175298804782,0.3474863580557311,1.1804645408249259e-05,0.00040441003110363606,0.00034243544628151856,0.00034243544625734627
176,4,0.0,35,0.0348605577689243,0.3958867520495649,0.0007082837023848974,0.0010117546124624116,0.0006650609336458351,0.0006650609336737635
177,1,0.0,54,0.053784860557768925,0.4378611516778378,0.0033234904114378574,0.001560284562187568,0.0011527078928878403,0.001152707892921721
178,0,0.0,36,0.03585657370517928,0.3910803568405456,0.000733484835818732,0.001112238221974137,0.0005438988726270072,0.000543898872657368
179,0,0.0,55,0.054780876494023904,0.43845715143057534,0.0023704161125044586,0.0015535933586902076,0.0015360470394169788,0.001536047039461623
180,0,0.0,83,0.08266932270916334,0.45432983627314905,0.0051326876173651255,0.00223611055730807,0.002765221398239782,0.0027652213982673484
181,7,,61,0.060756972111553786,0.42421403062027574,0.0019270342871284187,0.0017266457006846294,0.001222314194015215,0.001222314194067215
182,7,0.0,47,0.046812749003984064,0.3857722801409134,0.0007934811813203133,0.0013575592721853046,0.0006655766941970937,0.0006655766942382
183,4,1.0,173,0.17231075697211154,0.503050266399265,0.012308914525266232,0.004236487670978145,0.005754685636814238,0.005754685636799762
184,15,0.0,80,0.0796812749003984,0.46148976205968867,0.004833967858115966,0.002136036735207315,0.003114776502156141,0.0031147765021504355
185,16,0.0,22,0.021912350597609563,0.35830906998627665,0.0003189566871754015,0.0008333116847917328,0.000289112164060338,0.00028911216405751454
186,40,0.0,31,0.030876494023904383,0.4108671606092636,0.0001250279041002261,0.0008317706073715806,0.0012266909820536588,0.0012266909820564315
187,15,1.0,54,0.053784860557768925,0.4358861352065801,0.0004121395386551639,0.0013782183886690595,0.0025114084540785596,0.00251140845407664
188,15,0.0,41,0.04083665338645418,0.4294931385568836,0.00033277977161196573,0.001098100518207782,0.0016775267784064963,0.0016775267784088356
189,15,1.0,76,0.07569721115537849,0.44491692530063903,0.004978389668799227,0.002274325547027652,0.002069006200706046,0.0020690062007125095
190,15,0.0,34,0.03386454183266932,0.42968410927211564,0.0002552045745329948,0.0009344185803210538,0.0015790256739434414,0.0015790256739455118
191,0,1.0,62,0.061752988047808766,0.439054775898677,0.008710280050409825,0.002095597167267453,0.001709025047184584,0.0017090250472055633
192,21,0.0,23,0.022908366533864542,0.3642516252367087,7.866931301087608e-05,0.0007408747650108565,0.00046082133643591454,0.00046082133639383356
193,21,,28,0.027888446215139442,0.3921913805815698,0.00010053706479773473,0.0008159276805941208,0.0007078857698480374,0.0007078857697887098
194,21,0.0,46,0.045816733067729085,0.41653429385904656,0.0006031223797564773,0.0012566715130046164,0.0012631349878559745,0.0012631349877715331
195,21,0.0,37,0.036852589641434265,0.40930095796399324,0.00026679191025974096,0.0010363456063359785,0.0010274596505955211,0.0010274596505212594
196,5,,35,0.0348605577689243,0.40930095796399324,0.0002877252026452189,0.0009600288934949561,0.0009079940542429584,0.0009079940542756753
197,4,1.0,37,0.036852589641434265,0.4262724136537221,0.0005091239475888518,0.0010243005808118065,0.0010184596327896497,0.0010184596328215772
198,4,1.0,38,0.037848605577689244,0.4103437629524366,0.0012844662406467204,0.0010921791253364129,0.0010727592460281876,0.001072759246057274
199,4,0.0,51,0.05079681274900398,0.4281610818577705,0.0015181274122008067,0.0014525369591788853,0.0014992547836896796,0.0014992547837274015
200,4,,36,0.03585657370517928,0.40843599397843955,0.0005139567417262933,0.0010264421342542512,0.000757951087805487,0.0007579510878384435
201,4,1.0,57,0.05677290836653386,0.4424723268099762,0.0009100173313109172,0.0014758127793521969,0.0020457756339486793,0.0020457756339925786
202,4,,7,0.0069721115537848604,0.3385983047487695,1.5881960518305005e-05,0.00032762567921482296,0.00017440537057272415,0.0001744053705796305
203,4,0.0,39,0.03884462151394422,0.41924492917700135,0.0006040734976518544,0.0010973862352393032,0.0014964449335467668,0.0014964449335822798
204,5,,37,0.036852589641434265,0.41191797176171696,0.0003537876665469611,0.0010304671727417206,0.0008784970930953883,0.0008784970931330208
205,5,0.0,31,0.030876494023904383,0.41279776238914484,0.0004046043488070662,0.0009063834114463426,0.0007634089931779969,0.0007634089932093879
206,4,0.0,61,0.060756972111553786,0.43064151593270417,0.0028124581582492873,0.0017558064550580526,0.0013797498008493868,0.0013797498009000886
207,4,0.0,30,0.029880478087649404,0.42070507694949416,0.00022726798119198635,0.000843533340704489,0.0009355408698125148,0.0009355408698379183
208,22,0.0,53,0.052788844621513946,0.42272946708354686,0.0009119327352549227,0.001381464815131912,0.001814599955742596,0.0018145999556638847
